i,explanation,fractional positions,,
ICD10CM:S56.392D,,4,,
ICD10CM:S56.392S,,4,,
ICD10CM:S56.399,,3,,
ICD10CM:S56.399A,,4,,
ICD10CM:S56.399D,,4,,
ICD10CM:S56.399S,,4,,
ICD10CM:S56.4,,1,,
ICD10CM:S56.40,,2,,
ICD10CM:S56.401,,3,,
ICD10CM:S56.401A,,4,,
ICD10CM:S56.401D,,4,,
ICD10CM:S56.401S,,4,,
ICD10CM:S56.402,,3,,
ICD10CM:S56.402A,,4,,
ICD10CM:S56.402D,,4,,
ICD10CM:S56.402S,,4,,
ICD10CM:S56.403,,3,,
ICD10CM:S56.403A,,4,,
ICD10CM:S56.403D,,4,,
ICD10CM:S56.403S,,4,,
ICD10CM:S56.404,,3,,
ICD10CM:S56.404A,,4,,
ICD10CM:S56.404D,,4,,
ICD10CM:S56.404S,,4,,
ICD10CM:S56.405,,3,,
ICD10CM:S56.405A,,4,,
ICD10CM:S56.405D,,4,,
ICD10CM:S56.405S,,4,,
ICD10CM:S56.406,,3,,
ICD10CM:S56.406A,,4,,
ICD10CM:S56.406D,,4,,
ICD10CM:S56.406S,,4,,
ICD10CM:S56.407,,3,,
ICD10CM:S56.407A,,4,,
ICD10CM:S56.407D,,4,,
ICD10CM:S56.407S,,4,,
ICD10CM:S56.408,,3,,
ICD10CM:S56.408A,,4,,
ICD10CM:S56.408D,,4,,
ICD10CM:S56.408S,,4,,
ICD10CM:S56.409,,3,,
ICD10CM:S56.409A,,4,,
ICD10CM:S56.409D,,4,,
ICD10CM:S56.409S,,4,,
ICD10CM:S56.41,,2,,
ICD10CM:S56.411,,3,,
ICD10CM:S56.411A,,4,,
ICD10CM:S56.411D,,4,,
ICD10CM:S56.411S,,4,,
ICD10CM:S56.412,,3,,
ICD10CM:S56.412A,,4,,
ICD10CM:S56.412D,,4,,
ICD10CM:S56.412S,,4,,
ICD10CM:S56.413,,3,,
ICD10CM:S56.413A,,4,,
ICD10CM:S56.413D,,4,,
ICD10CM:S56.413S,,4,,
ICD10CM:S56.414,,3,,
ICD10CM:S56.414A,,4,,
ICD10CM:S56.414D,,4,,
ICD10CM:S56.414S,,4,,
ICD10CM:S56.415,,3,,
ICD10CM:S56.415A,,4,,
ICD10CM:S56.415D,,4,,
ICD10CM:S56.415S,,4,,
ICD10CM:S56.416,,3,,
ICD10CM:S56.416A,,4,,
ICD10CM:S56.416D,,4,,
ICD10CM:S56.416S,,4,,
ICD10CM:S56.417,,3,,
ICD10CM:S56.417A,,4,,
ICD10CM:S56.417D,,4,,
ICD10CM:S56.417S,,4,,
ICD10CM:S56.418,,3,,
ICD10CM:S56.418A,,4,,
ICD10CM:S56.418D,,4,,
ICD10CM:S56.418S,,4,,
ICD10CM:S56.419,,3,,
ICD10CM:S56.419A,,4,,
ICD10CM:S56.419D,,4,,
ICD10CM:S56.419S,,4,,
ICD10CM:S56.42,,2,,
ICD10CM:S56.421,,3,,
ICD10CM:S56.421A,,4,,
ICD10CM:S56.421D,,4,,
ICD10CM:S56.421S,,4,,
ICD10CM:S56.422,,3,,
ICD10CM:S56.422A,,4,,
ICD10CM:S56.422D,,4,,
ICD10CM:S56.422S,,4,,
ICD10CM:S56.423,,3,,
ICD10CM:S56.423A,,4,,
ICD10CM:S56.423D,,4,,
ICD10CM:S56.423S,,4,,
ICD10CM:S56.424,,3,,
ICD10CM:S56.424A,,4,,
ICD10CM:S56.424D,,4,,
ICD10CM:S56.424S,,4,,
ICD10CM:S56.425,,3,,
ICD10CM:S56.425A,,4,,
ICD10CM:S56.425D,,4,,
ICD10CM:S56.425S,,4,,
ICD10CM:S56.426,,3,,
ICD10CM:S56.426A,,4,,
ICD10CM:S56.426D,,4,,
ICD10CM:S56.426S,,4,,
ICD10CM:S56.427,,3,,
ICD10CM:S56.427A,,4,,
ICD10CM:S56.427D,,4,,
ICD10CM:S56.427S,,4,,
ICD10CM:S56.428,,3,,
ICD10CM:S56.428A,,4,,
ICD10CM:S56.428D,,4,,
ICD10CM:S56.428S,,4,,
ICD10CM:S56.429,,3,,
ICD10CM:S56.429A,,4,,
ICD10CM:S56.429D,,4,,
ICD10CM:S56.429S,,4,,
ICD10CM:S56.49,,2,,
ICD10CM:S56.491,,3,,
ICD10CM:S56.491A,,4,,
ICD10CM:S56.491D,,4,,
ICD10CM:S56.491S,,4,,
ICD10CM:S56.492,,3,,
ICD10CM:S56.492A,,4,,
ICD10CM:S56.492D,,4,,
ICD10CM:S56.492S,,4,,
ICD10CM:S56.493,,3,,
ICD10CM:S56.493A,,4,,
ICD10CM:S56.493D,,4,,
ICD10CM:S56.493S,,4,,
ICD10CM:S56.494,,3,,
ICD10CM:S56.494A,,4,,
ICD10CM:S56.494D,,4,,
ICD10CM:S56.494S,,4,,
ICD10CM:S56.495,,3,,
ICD10CM:S56.495A,,4,,
ICD10CM:S56.495D,,4,,
ICD10CM:S56.495S,,4,,
ICD10CM:S56.496,,3,,
ICD10CM:S56.496A,,4,,
ICD10CM:S56.496D,,4,,
ICD10CM:S56.496S,,4,,
ICD10CM:S56.497,,3,,
ICD10CM:S56.497A,,4,,
ICD10CM:S56.497D,,4,,
ICD10CM:S56.497S,,4,,
ICD10CM:S56.498,,3,,
ICD10CM:S56.498A,,4,,
ICD10CM:S56.498D,,4,,
ICD10CM:S56.498S,,4,,
ICD10CM:S56.499,,3,,
ICD10CM:S56.499A,,4,,
ICD10CM:S56.499D,,4,,
ICD10CM:S56.499S,,4,,
ICD10CM:S56.5,,1,,
ICD10CM:S56.50,,2,,
ICD10CM:S56.501,,3,,
ICD10CM:S56.501A,,4,,
ICD10CM:S56.501D,,4,,
ICD10CM:S56.501S,,4,,
ICD10CM:S56.502,,3,,
ICD10CM:S56.502A,,4,,
ICD10CM:S56.502D,,4,,
ICD10CM:S56.502S,,4,,
ICD10CM:S56.509,,3,,
ICD10CM:S56.509A,,4,,
ICD10CM:S56.509D,,4,,
ICD10CM:S56.509S,,4,,
ICD10CM:S56.51,,2,,
ICD10CM:S56.511,,3,,
ICD10CM:S56.511A,,4,,
ICD10CM:S56.511D,,4,,
ICD10CM:S56.511S,,4,,
ICD10CM:S56.512,,3,,
ICD10CM:S56.512A,,4,,
ICD10CM:S56.512D,,4,,
ICD10CM:S56.512S,,4,,
ICD10CM:S56.519,,3,,
ICD10CM:S56.519A,,4,,
ICD10CM:S56.519D,,4,,
ICD10CM:S56.519S,,4,,
ICD10CM:S56.52,,2,,
ICD10CM:S56.521,,3,,
ICD10CM:S56.521A,,4,,
ICD10CM:S56.521D,,4,,
ICD10CM:S56.521S,,4,,
ICD10CM:S56.522,,3,,
ICD10CM:S56.522A,,4,,
ICD10CM:S56.522D,,4,,
ICD10CM:S56.522S,,4,,
ICD10CM:S56.529,,3,,
ICD10CM:S56.529A,,4,,
ICD10CM:S56.529D,,4,,
ICD10CM:S56.529S,,4,,
ICD10CM:S56.59,,2,,
ICD10CM:S56.591,,3,,
ICD10CM:S56.591A,,4,,
ICD10CM:S56.591D,,4,,
ICD10CM:S56.591S,,4,,
ICD10CM:S56.592,,3,,
ICD10CM:S56.592A,,4,,
ICD10CM:S56.592D,,4,,
ICD10CM:S56.592S,,4,,
ICD10CM:S56.599,,3,,
ICD10CM:S56.599A,,4,,
ICD10CM:S56.599D,,4,,
ICD10CM:S56.599S,,4,,
ICD10CM:S56.8,,1,,
ICD10CM:S56.80,,2,,
ICD10CM:S56.801,,3,,
ICD10CM:S56.801A,,4,,
ICD10CM:S56.801D,,4,,
ICD10CM:S56.801S,,4,,
ICD10CM:S56.802,,3,,
ICD10CM:S56.802A,,4,,
ICD10CM:S56.802D,,4,,
ICD10CM:S56.802S,,4,,
ICD10CM:S56.809,,3,,
ICD10CM:S56.809A,,4,,
ICD10CM:S56.809D,,4,,
ICD10CM:S56.809S,,4,,
ICD10CM:S56.81,,2,,
ICD10CM:S56.811,,3,,
ICD10CM:S56.811A,,4,,
ICD10CM:S56.811D,,4,,
ICD10CM:S56.811S,,4,,
ICD10CM:S56.812,,3,,
ICD10CM:S56.812A,,4,,
ICD10CM:S56.812D,,4,,
ICD10CM:S56.812S,,4,,
ICD10CM:S56.819,,3,,
ICD10CM:S56.819A,,4,,
ICD10CM:S56.819D,,4,,
ICD10CM:S56.819S,,4,,
ICD10CM:S56.82,,2,,
ICD10CM:S56.821,,3,,
ICD10CM:S56.821A,,4,,
ICD10CM:S56.821D,,4,,
ICD10CM:S56.821S,,4,,
ICD10CM:S56.822,,3,,
ICD10CM:S56.822A,,4,,
ICD10CM:S56.822D,,4,,
ICD10CM:S56.822S,,4,,
ICD10CM:S56.829,,3,,
ICD10CM:S56.829A,,4,,
ICD10CM:S56.829D,,4,,
ICD10CM:S56.829S,,4,,
ICD10CM:S56.89,,2,,
ICD10CM:S56.891,,3,,
ICD10CM:S56.891A,,4,,
ICD10CM:S56.891D,,4,,
ICD10CM:S56.891S,,4,,
ICD10CM:S56.892,,3,,
ICD10CM:S56.892A,,4,,
ICD10CM:S56.892D,,4,,
ICD10CM:S56.892S,,4,,
ICD10CM:S56.899,,3,,
ICD10CM:S56.899A,,4,,
ICD10CM:S56.899D,,4,,
ICD10CM:S56.899S,,4,,
ICD10CM:S56.9,,1,,
ICD10CM:S56.90,,2,,
ICD10CM:S56.901,,3,,
ICD10CM:S56.901A,,4,,
ICD10CM:S56.901D,,4,,
ICD10CM:S56.901S,,4,,
ICD10CM:S56.902,,3,,
ICD10CM:S56.902A,,4,,
ICD10CM:S56.902D,,4,,
ICD10CM:S56.902S,,4,,
ICD10CM:S56.909,,3,,
ICD10CM:S56.909A,,4,,
ICD10CM:S56.909D,,4,,
ICD10CM:S56.909S,,4,,
ICD10CM:S56.91,,2,,
ICD10CM:S56.911,,3,,
ICD10CM:S56.911A,,4,,
ICD10CM:S56.911D,,4,,
ICD10CM:S56.911S,,4,,
ICD10CM:S56.912,,3,,
ICD10CM:S56.912A,,4,,
ICD10CM:S56.912D,,4,,
ICD10CM:S56.912S,,4,,
ICD10CM:S56.919,,3,,
ICD10CM:S56.919A,,4,,
ICD10CM:S56.919D,,4,,
ICD10CM:S56.919S,,4,,
ICD10CM:S56.92,,2,,
ICD10CM:S56.921,,3,,
ICD10CM:S56.921A,,4,,
ICD10CM:S56.921D,,4,,
ICD10CM:S56.921S,,4,,
ICD10CM:S56.922,,3,,
ICD10CM:S56.922A,,4,,
ICD10CM:S56.922D,,4,,
ICD10CM:S56.922S,,4,,
ICD10CM:S56.929,,3,,
ICD10CM:S56.929A,,4,,
ICD10CM:S56.929D,,4,,
ICD10CM:S56.929S,,4,,
ICD10CM:S56.99,,2,,
ICD10CM:S56.991,,3,,
ICD10CM:S56.991A,,4,,
ICD10CM:S56.991D,,4,,
ICD10CM:S56.991S,,4,,
ICD10CM:S56.992,,3,,
ICD10CM:S56.992A,,4,,
ICD10CM:S56.992D,,4,,
ICD10CM:S56.992S,,4,,
ICD10CM:S56.999,,3,,
ICD10CM:S56.999A,,4,,
ICD10CM:S56.999D,,4,,
ICD10CM:S56.999S,,4,,
ICD10CM:S57,no fractional part,,,
ICD10CM:S58,no fractional part,,,
ICD10CM:S58.0,,1,,
ICD10CM:S58.01,,2,,
ICD10CM:S58.011,,3,,
ICD10CM:S58.011A,,4,,
ICD10CM:S58.011D,,4,,
ICD10CM:S58.011S,,4,,
ICD10CM:S58.012,,3,,
ICD10CM:S58.012A,,4,,
ICD10CM:S58.012D,,4,,
ICD10CM:S58.012S,,4,,
ICD10CM:S58.019,,3,,
ICD10CM:S58.019A,,4,,
ICD10CM:S58.019D,,4,,
ICD10CM:S58.019S,,4,,
ICD10CM:S58.02,,2,,
ICD10CM:S58.021,,3,,
ICD10CM:S58.021A,,4,,
ICD10CM:S58.021D,,4,,
ICD10CM:S58.021S,,4,,
ICD10CM:S58.022,,3,,
ICD10CM:S58.022A,,4,,
ICD10CM:S58.022D,,4,,
ICD10CM:S58.022S,,4,,
ICD10CM:S58.029,,3,,
ICD10CM:S58.029A,,4,,
ICD10CM:S58.029D,,4,,
ICD10CM:S58.029S,,4,,
ICD10CM:S58.1,,1,,
ICD10CM:S58.11,,2,,
ICD10CM:S58.111,,3,,
ICD10CM:S58.111A,,4,,
ICD10CM:S58.111D,,4,,
ICD10CM:S58.111S,,4,,
ICD10CM:S58.112,,3,,
ICD10CM:S58.112A,,4,,
ICD10CM:S58.112D,,4,,
ICD10CM:S58.112S,,4,,
ICD10CM:S58.119,,3,,
ICD10CM:S58.119A,,4,,
ICD10CM:S58.119D,,4,,
ICD10CM:S58.119S,,4,,
ICD10CM:S58.12,,2,,
ICD10CM:S58.121,,3,,
ICD10CM:S58.121A,,4,,
ICD10CM:S58.121D,,4,,
ICD10CM:S58.121S,,4,,
ICD10CM:S58.122,,3,,
ICD10CM:S58.122A,,4,,
ICD10CM:S58.122D,,4,,
ICD10CM:S58.122S,,4,,
ICD10CM:S58.129,,3,,
ICD10CM:S58.129A,,4,,
ICD10CM:S58.129D,,4,,
ICD10CM:S58.129S,,4,,
ICD10CM:S59,no fractional part,,,
ICD10CM:S59.0,,1,,
ICD10CM:S59.00,,2,,
ICD10CM:S59.001,,3,,
ICD10CM:S59.001A,,4,,
ICD10CM:S59.001D,,4,,
ICD10CM:S59.001G,,4,,
ICD10CM:S59.001K,,4,,
ICD10CM:S59.001P,,4,,
ICD10CM:S59.001S,,4,,
ICD10CM:S59.002,,3,,
ICD10CM:S59.002A,,4,,
ICD10CM:S59.002D,,4,,
ICD10CM:S59.002G,,4,,
ICD10CM:S59.002K,,4,,
ICD10CM:S59.002P,,4,,
ICD10CM:S59.002S,,4,,
ICD10CM:S59.009,,3,,
ICD10CM:S59.009A,,4,,
ICD10CM:S59.009D,,4,,
ICD10CM:S59.009G,,4,,
ICD10CM:S59.009K,,4,,
ICD10CM:S59.009P,,4,,
ICD10CM:S59.009S,,4,,
ICD10CM:S59.01,,2,,
ICD10CM:S59.011,,3,,
ICD10CM:S59.011A,,4,,
ICD10CM:S59.011D,,4,,
ICD10CM:S59.011G,,4,,
ICD10CM:S59.011K,,4,,
ICD10CM:S59.011P,,4,,
ICD10CM:S59.011S,,4,,
ICD10CM:S59.012,,3,,
ICD10CM:S59.012A,,4,,
ICD10CM:S59.012D,,4,,
ICD10CM:S59.012G,,4,,
ICD10CM:S59.012K,,4,,
ICD10CM:S59.012P,,4,,
ICD10CM:S59.012S,,4,,
ICD10CM:S59.019,,3,,
ICD10CM:S59.019A,,4,,
ICD10CM:S59.019D,,4,,
ICD10CM:S59.019G,,4,,
ICD10CM:S59.019K,,4,,
ICD10CM:S59.019P,,4,,
ICD10CM:S59.019S,,4,,
ICD10CM:S59.02,,2,,
ICD10CM:S59.021,,3,,
ICD10CM:S59.021A,,4,,
ICD10CM:S59.021D,,4,,
ICD10CM:S59.021G,,4,,
ICD10CM:S59.021K,,4,,
ICD10CM:S59.021P,,4,,
ICD10CM:S59.021S,,4,,
ICD10CM:S59.022,,3,,
ICD10CM:S59.022A,,4,,
ICD10CM:S59.022D,,4,,
ICD10CM:S59.022G,,4,,
ICD10CM:S59.022K,,4,,
ICD10CM:S59.022P,,4,,
ICD10CM:S59.022S,,4,,
ICD10CM:S59.029,,3,,
ICD10CM:S59.029A,,4,,
ICD10CM:S59.029D,,4,,
ICD10CM:S59.029G,,4,,
ICD10CM:S59.029K,,4,,
ICD10CM:S59.029P,,4,,
ICD10CM:S59.029S,,4,,
ICD10CM:S59.03,,2,,
ICD10CM:S59.031,,3,,
ICD10CM:S59.031A,,4,,
ICD10CM:S59.031D,,4,,
ICD10CM:S59.031G,,4,,
ICD10CM:S59.031K,,4,,
ICD10CM:S59.031P,,4,,
ICD10CM:S59.031S,,4,,
ICD10CM:S59.032,,3,,
ICD10CM:S59.032A,,4,,
ICD10CM:S59.032D,,4,,
ICD10CM:S59.032G,,4,,
ICD10CM:S59.032K,,4,,
ICD10CM:S59.032P,,4,,
ICD10CM:S59.032S,,4,,
ICD10CM:S59.039,,3,,
ICD10CM:S59.039A,,4,,
ICD10CM:S59.039D,,4,,
ICD10CM:S59.039G,,4,,
ICD10CM:S59.039K,,4,,
ICD10CM:S59.039P,,4,,
ICD10CM:S59.039S,,4,,
ICD10CM:S59.04,,2,,
ICD10CM:S59.041,,3,,
ICD10CM:S59.041A,,4,,
ICD10CM:S59.041D,,4,,
ICD10CM:S59.041G,,4,,
ICD10CM:S59.041K,,4,,
ICD10CM:S59.041P,,4,,
ICD10CM:S59.041S,,4,,
ICD10CM:S59.042,,3,,
ICD10CM:S59.042A,,4,,
ICD10CM:S59.042D,,4,,
ICD10CM:S59.042G,,4,,
ICD10CM:S59.042K,,4,,
ICD10CM:S59.042P,,4,,
ICD10CM:S59.042S,,4,,
ICD10CM:S59.049,,3,,
ICD10CM:S59.049A,,4,,
ICD10CM:S59.049D,,4,,
ICD10CM:S59.049G,,4,,
ICD10CM:S59.049K,,4,,
ICD10CM:S59.049P,,4,,
ICD10CM:S59.049S,,4,,
ICD10CM:S59.09,,2,,
ICD10CM:S59.091,,3,,
ICD10CM:S59.091A,,4,,
ICD10CM:S59.091D,,4,,
ICD10CM:S59.091G,,4,,
ICD10CM:S59.091K,,4,,
ICD10CM:S59.091P,,4,,
ICD10CM:S59.091S,,4,,
ICD10CM:S59.092,,3,,
ICD10CM:S59.092A,,4,,
ICD10CM:S59.092D,,4,,
ICD10CM:S59.092G,,4,,
ICD10CM:S59.092K,,4,,
ICD10CM:S59.092P,,4,,
ICD10CM:S59.092S,,4,,
ICD10CM:S59.099,,3,,
ICD10CM:S59.099A,,4,,
ICD10CM:S59.099D,,4,,
ICD10CM:S59.099G,,4,,
ICD10CM:S59.099K,,4,,
ICD10CM:S59.099P,,4,,
ICD10CM:S59.099S,,4,,
ICD10CM:S59.1,,1,,
ICD10CM:S59.10,,2,,
ICD10CM:S59.101,,3,,
ICD10CM:S59.101A,,4,,
ICD10CM:S59.101D,,4,,
ICD10CM:S59.101G,,4,,
ICD10CM:S59.101K,,4,,
ICD10CM:S59.101P,,4,,
ICD10CM:S59.101S,,4,,
ICD10CM:S59.102,,3,,
ICD10CM:S59.102A,,4,,
ICD10CM:S59.102D,,4,,
ICD10CM:S59.102G,,4,,
ICD10CM:S59.102K,,4,,
ICD10CM:S59.102P,,4,,
ICD10CM:S59.102S,,4,,
ICD10CM:S59.109,,3,,
ICD10CM:S59.109A,,4,,
ICD10CM:S59.109D,,4,,
ICD10CM:S59.109G,,4,,
ICD10CM:S59.109K,,4,,
ICD10CM:S59.109P,,4,,
ICD10CM:S59.109S,,4,,
ICD10CM:S59.11,,2,,
ICD10CM:S59.111,,3,,
ICD10CM:S59.111A,,4,,
ICD10CM:S59.111D,,4,,
ICD10CM:S59.111G,,4,,
ICD10CM:S59.111K,,4,,
ICD10CM:S59.111P,,4,,
ICD10CM:S59.111S,,4,,
ICD10CM:S59.112,,3,,
ICD10CM:S59.112A,,4,,
ICD10CM:S59.112D,,4,,
ICD10CM:S59.112G,,4,,
ICD10CM:S59.112K,,4,,
ICD10CM:S59.112P,,4,,
ICD10CM:S59.112S,,4,,
ICD10CM:S59.119,,3,,
ICD10CM:S59.119A,,4,,
ICD10CM:S59.119D,,4,,
ICD10CM:S59.119G,,4,,
ICD10CM:S59.119K,,4,,
ICD10CM:S59.119P,,4,,
ICD10CM:S59.119S,,4,,
ICD10CM:S59.12,,2,,
ICD10CM:S59.121,,3,,
ICD10CM:S59.121A,,4,,
ICD10CM:S59.121D,,4,,
ICD10CM:S59.121G,,4,,
ICD10CM:S59.121K,,4,,
ICD10CM:S59.121P,,4,,
ICD10CM:S59.121S,,4,,
ICD10CM:S59.122,,3,,
ICD10CM:S59.122A,,4,,
ICD10CM:S59.122D,,4,,
ICD10CM:S59.122G,,4,,
ICD10CM:S59.122K,,4,,
ICD10CM:S59.122P,,4,,
ICD10CM:S59.122S,,4,,
ICD10CM:S59.129,,3,,
ICD10CM:S59.129A,,4,,
ICD10CM:S59.129D,,4,,
ICD10CM:S59.129G,,4,,
ICD10CM:S59.129K,,4,,
ICD10CM:S59.129P,,4,,
ICD10CM:S59.129S,,4,,
ICD10CM:S59.13,,2,,
ICD10CM:S59.131,,3,,
ICD10CM:S59.131A,,4,,
ICD10CM:S59.131D,,4,,
ICD10CM:S59.131G,,4,,
ICD10CM:S59.131K,,4,,
ICD10CM:S59.131P,,4,,
ICD10CM:S59.131S,,4,,
ICD10CM:S59.132,,3,,
ICD10CM:S59.132A,,4,,
ICD10CM:S59.132D,,4,,
ICD10CM:S59.132G,,4,,
ICD10CM:S59.132K,,4,,
ICD10CM:S59.132P,,4,,
ICD10CM:S59.132S,,4,,
ICD10CM:S59.139,,3,,
ICD10CM:S59.139A,,4,,
ICD10CM:S59.139D,,4,,
ICD10CM:S59.139G,,4,,
ICD10CM:S59.139K,,4,,
ICD10CM:S59.139P,,4,,
ICD10CM:S59.139S,,4,,
ICD10CM:S59.14,,2,,
ICD10CM:S59.141,,3,,
ICD10CM:S59.141A,,4,,
ICD10CM:S59.141D,,4,,
ICD10CM:S59.141G,,4,,
ICD10CM:S59.141K,,4,,
ICD10CM:S59.141P,,4,,
ICD10CM:S59.141S,,4,,
ICD10CM:S59.142,,3,,
ICD10CM:S59.142A,,4,,
ICD10CM:S59.142D,,4,,
ICD10CM:S59.142G,,4,,
ICD10CM:S59.142K,,4,,
ICD10CM:S59.142P,,4,,
ICD10CM:S59.142S,,4,,
ICD10CM:S59.149,,3,,
ICD10CM:S59.149A,,4,,
ICD10CM:S59.149D,,4,,
ICD10CM:S59.149G,,4,,
ICD10CM:S59.149K,,4,,
ICD10CM:S59.149P,,4,,
ICD10CM:S59.149S,,4,,
ICD10CM:S59.19,,2,,
ICD10CM:S59.191,,3,,
ICD10CM:S59.191A,,4,,
ICD10CM:S59.191D,,4,,
ICD10CM:S59.191G,,4,,
ICD10CM:S59.191K,,4,,
ICD10CM:S59.191P,,4,,
ICD10CM:S59.191S,,4,,
ICD10CM:S59.192,,3,,
ICD10CM:S59.192A,,4,,
ICD10CM:S59.192D,,4,,
ICD10CM:S59.192G,,4,,
ICD10CM:S59.192K,,4,,
ICD10CM:S59.192P,,4,,
ICD10CM:S59.192S,,4,,
ICD10CM:S59.199,,3,,
ICD10CM:S59.199A,,4,,
ICD10CM:S59.199D,,4,,
ICD10CM:S59.199G,,4,,
ICD10CM:S59.199K,,4,,
ICD10CM:S59.199P,,4,,
ICD10CM:S59.199S,,4,,
ICD10CM:S59.2,,1,,
ICD10CM:S59.20,,2,,
ICD10CM:S59.201,,3,,
ICD10CM:S59.201A,,4,,
ICD10CM:S59.201D,,4,,
ICD10CM:S59.201G,,4,,
ICD10CM:S59.201K,,4,,
ICD10CM:S59.201P,,4,,
ICD10CM:S59.201S,,4,,
ICD10CM:S59.202,,3,,
ICD10CM:S59.202A,,4,,
ICD10CM:S59.202D,,4,,
ICD10CM:S59.202G,,4,,
ICD10CM:S59.202K,,4,,
ICD10CM:S59.202P,,4,,
ICD10CM:S59.202S,,4,,
ICD10CM:S59.209,,3,,
ICD10CM:S59.209A,,4,,
ICD10CM:S59.209D,,4,,
ICD10CM:S59.209G,,4,,
ICD10CM:S59.209K,,4,,
ICD10CM:S59.209P,,4,,
ICD10CM:S59.209S,,4,,
ICD10CM:S59.21,,2,,
ICD10CM:S59.211,,3,,
ICD10CM:S59.211A,,4,,
ICD10CM:S59.211D,,4,,
ICD10CM:S59.211G,,4,,
ICD10CM:S59.211K,,4,,
ICD10CM:S59.211P,,4,,
ICD10CM:S59.211S,,4,,
ICD10CM:S59.212,,3,,
ICD10CM:S59.212A,,4,,
ICD10CM:S59.212D,,4,,
ICD10CM:S59.212G,,4,,
ICD10CM:S59.212K,,4,,
ICD10CM:S59.212P,,4,,
ICD10CM:S59.212S,,4,,
ICD10CM:S59.219,,3,,
ICD10CM:S59.219A,,4,,
ICD10CM:S59.219D,,4,,
ICD10CM:S59.219G,,4,,
ICD10CM:S59.219K,,4,,
ICD10CM:S59.219P,,4,,
ICD10CM:S59.219S,,4,,
ICD10CM:S59.22,,2,,
ICD10CM:S59.221,,3,,
ICD10CM:S59.221A,,4,,
ICD10CM:S59.221D,,4,,
ICD10CM:S59.221G,,4,,
ICD10CM:S59.221K,,4,,
ICD10CM:S59.221P,,4,,
ICD10CM:S59.221S,,4,,
ICD10CM:S59.222,,3,,
ICD10CM:S59.222A,,4,,
ICD10CM:S59.222D,,4,,
ICD10CM:S59.222G,,4,,
ICD10CM:S59.222K,,4,,
ICD10CM:S59.222P,,4,,
ICD10CM:S59.222S,,4,,
ICD10CM:S59.229,,3,,
ICD10CM:S59.229A,,4,,
ICD10CM:S59.229D,,4,,
ICD10CM:S59.229G,,4,,
ICD10CM:S59.229K,,4,,
ICD10CM:S59.229P,,4,,
ICD10CM:S59.229S,,4,,
ICD10CM:S59.23,,2,,
ICD10CM:S59.231,,3,,
ICD10CM:S59.231A,,4,,
ICD10CM:S59.231D,,4,,
ICD10CM:S59.231G,,4,,
ICD10CM:S59.231K,,4,,
ICD10CM:S59.231P,,4,,
ICD10CM:S59.231S,,4,,
ICD10CM:S59.232,,3,,
ICD10CM:S59.232A,,4,,
ICD10CM:S59.232D,,4,,
ICD10CM:S59.232G,,4,,
ICD10CM:S59.232K,,4,,
ICD10CM:S59.232P,,4,,
ICD10CM:S59.232S,,4,,
ICD10CM:S59.239,,3,,
ICD10CM:S59.239A,,4,,
ICD10CM:S59.239D,,4,,
ICD10CM:S59.239G,,4,,
ICD10CM:S59.239K,,4,,
ICD10CM:S59.239P,,4,,
ICD10CM:S59.239S,,4,,
ICD10CM:S59.24,,2,,
ICD10CM:S59.241,,3,,
ICD10CM:S59.241A,,4,,
ICD10CM:S59.241D,,4,,
ICD10CM:S59.241G,,4,,
ICD10CM:S59.241K,,4,,
ICD10CM:S59.241P,,4,,
ICD10CM:S59.241S,,4,,
ICD10CM:S59.242,,3,,
ICD10CM:S59.242A,,4,,
ICD10CM:S59.242D,,4,,
ICD10CM:S59.242G,,4,,
ICD10CM:S59.242K,,4,,
ICD10CM:S59.242P,,4,,
ICD10CM:S59.242S,,4,,
ICD10CM:S59.249,,3,,
ICD10CM:S59.249A,,4,,
ICD10CM:S59.249D,,4,,
ICD10CM:S59.249G,,4,,
ICD10CM:S59.249K,,4,,
ICD10CM:S59.249P,,4,,
ICD10CM:S59.249S,,4,,
ICD10CM:S59.29,,2,,
ICD10CM:S59.291,,3,,
ICD10CM:S59.291A,,4,,
ICD10CM:S59.291D,,4,,
ICD10CM:S59.291G,,4,,
ICD10CM:S59.291K,,4,,
ICD10CM:S59.291P,,4,,
ICD10CM:S59.291S,,4,,
ICD10CM:S59.292,,3,,
ICD10CM:S59.292A,,4,,
ICD10CM:S59.292D,,4,,
ICD10CM:S59.292G,,4,,
ICD10CM:S59.292K,,4,,
ICD10CM:S59.292P,,4,,
ICD10CM:S59.292S,,4,,
ICD10CM:S59.299,,3,,
ICD10CM:S59.299A,,4,,
ICD10CM:S59.299D,,4,,
ICD10CM:S59.299G,,4,,
ICD10CM:S59.299K,,4,,
ICD10CM:S59.299P,,4,,
ICD10CM:S59.299S,,4,,
ICD10CM:S59.8,,1,,
ICD10CM:S59.80,,2,,
ICD10CM:S59.801,,3,,
ICD10CM:S59.801A,,4,,
ICD10CM:S59.801D,,4,,
ICD10CM:S59.801S,,4,,
ICD10CM:S59.802,,3,,
ICD10CM:S59.802A,,4,,
ICD10CM:S59.802D,,4,,
ICD10CM:S59.802S,,4,,
ICD10CM:S59.809,,3,,
ICD10CM:S59.809A,,4,,
ICD10CM:S59.809D,,4,,
ICD10CM:S59.809S,,4,,
ICD10CM:S59.81,,2,,
ICD10CM:S59.811,,3,,
ICD10CM:S59.811A,,4,,
